[0.010s][info][class,load] opened: /Library/Java/JavaVirtualMachines/jdk-11.jdk/Contents/Home/lib/modules
[0.179s][info][class,load] java.lang.module.Resolver$$Lambda$48/0x000000084006d440 source: java.lang.module.Resolver
[0.190s][info][class,load] jdk.internal.module.ModuleLoaderMap source: shared objects file
[0.190s][info][class,load] jdk.internal.module.ModuleLoaderMap$Mapper source: shared objects file
[0.191s][info][class,load] sun.net.www.protocol.file.Handler source: shared objects file
[0.191s][info][class,load] java.util.concurrent.ConcurrentHashMap$ForwardingNode source: shared objects file
[0.193s][info][class,load] java.lang.WeakPairMap$WeakRefPeer source: jrt:/java.base
[0.193s][info][class,load] java.lang.WeakPairMap$Pair$Weak source: jrt:/java.base
[0.194s][info][class,load] java.lang.WeakPairMap$Pair$Weak$1 source: jrt:/java.base
[0.196s][info][class,load] java.util.concurrent.CopyOnWriteArrayList source: shared objects file
[0.196s][info][class,load] jdk.internal.module.ServicesCatalog$ServiceProvider source: shared objects file
[0.196s][info][class,load] java.lang.ModuleLayer$Controller source: shared objects file
[0.196s][info][class,load] jdk.internal.module.IllegalAccessLogger$Mode source: shared objects file
[0.196s][info][class,load] jdk.internal.module.IllegalAccessLogger$Builder source: shared objects file
[0.197s][info][class,load] jdk.internal.module.ModuleBootstrap$2 source: shared objects file
[0.198s][info][class,load] jdk.internal.module.IllegalAccessLogger source: shared objects file
[0.198s][info][class,load] jdk.internal.module.ModuleBootstrap$SafeModuleFinder source: jrt:/java.base
[0.198s][info][class,load] jdk.jfr.internal.EventWriter source: shared objects file
[0.199s][info][class,load] jdk.internal.vm.PostVMInitHook source: shared objects file
[0.199s][info][class,load] jdk.internal.vm.PostVMInitHook$1 source: shared objects file
[0.199s][info][class,load] sun.launcher.LauncherHelper source: shared objects file
[0.199s][info][class,load] jdk.internal.loader.BuiltinClassLoader$5 source: shared objects file
[0.199s][info][class,load] jdk.internal.module.ModuleReferences$SafeCloseModuleReader source: jrt:/java.base
[0.199s][info][class,load] jdk.internal.module.ModuleReferences$JarModuleReader source: jrt:/java.base
[0.200s][info][class,load] java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync source: jrt:/java.base
[0.200s][info][class,load] java.nio.file.FileSystems$DefaultFileSystemHolder source: shared objects file
[0.200s][info][class,load] java.nio.file.FileSystems$DefaultFileSystemHolder$1 source: shared objects file
[0.200s][info][class,load] jdk.internal.module.ModulePatcher$PatchedModuleReader source: jrt:/java.base
[0.200s][info][class,load] sun.net.util.URLUtil source: shared objects file
[0.200s][info][class,load] java.security.SecureClassLoader$CodeSourceKey source: shared objects file
[0.200s][info][class,load] java.security.SecureClassLoader$1 source: shared objects file
[0.200s][info][class,load] java.security.PermissionCollection source: shared objects file
[0.200s][info][class,load] java.security.Permissions source: shared objects file
[0.201s][info][class,load] sun.net.www.ParseUtil source: shared objects file
[0.201s][info][class,load] java.net.URLConnection source: shared objects file
[0.201s][info][class,load] sun.net.www.URLConnection source: shared objects file
[0.201s][info][class,load] sun.net.www.protocol.file.FileURLConnection source: shared objects file
[0.201s][info][class,load] sun.net.www.MessageHeader source: shared objects file
[0.201s][info][class,load] java.io.FilePermission source: shared objects file
[0.201s][info][class,load] jdk.internal.misc.JavaIOFilePermissionAccess source: shared objects file
[0.201s][info][class,load] java.io.FilePermission$1 source: shared objects file
[0.201s][info][class,load] sun.security.util.FilePermCompat source: shared objects file
[0.201s][info][class,load] java.security.Permissions$1 source: shared objects file
[0.201s][info][class,load] java.io.FilePermissionCollection source: shared objects file
[0.201s][info][class,load] java.io.FilePermissionCollection$1 source: shared objects file
[0.201s][info][class,load] java.security.AllPermission source: shared objects file
[0.201s][info][class,load] java.security.UnresolvedPermission source: shared objects file
[0.201s][info][class,load] java.lang.RuntimePermission source: shared objects file
[0.201s][info][class,load] java.security.BasicPermissionCollection source: shared objects file
[0.202s][info][class,load] java.security.SecureClassLoader$DebugHolder source: shared objects file
[0.204s][info][class,load] io.vertx.core.Verticle source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.204s][info][class,load] java.lang.NamedPackage source: shared objects file
[0.204s][info][class,load] io.vertx.core.AbstractVerticle source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.204s][info][class,load] org.jacpfx.vxms.services.VxmsEndpoint source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vxms-core-1.2-SNAPSHOT.jar
[0.204s][info][class,load] org.jacpfx.vxms.verticle.SimpleREST source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/vxms-core-demo-1.2-SNAPSHOT.jar
[0.206s][info][class,load] io.vertx.ext.web.Router source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-web-3.5.2.jar
[0.206s][info][class,load] io.vertx.core.AsyncResult source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.206s][info][class,load] io.vertx.core.Handler source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.206s][info][class,load] io.vertx.core.Future source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.207s][info][class,load] io.vertx.core.logging.LoggerFactory source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.207s][info][class,load] io.vertx.core.spi.logging.LogDelegateFactory source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.207s][info][class,load] io.vertx.core.logging.JULLogDelegateFactory source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.208s][info][class,load] io.vertx.core.spi.logging.LogDelegate source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.208s][info][class,load] java.io.IOException source: jrt:/java.base
[0.208s][info][class,load] jdk.internal.module.Resources source: shared objects file
[0.208s][info][class,load] java.security.PrivilegedExceptionAction source: shared objects file
[0.208s][info][class,load] jdk.internal.loader.BuiltinClassLoader$2 source: shared objects file
[0.209s][info][class,load] jdk.internal.module.SystemModuleFinders$SystemModuleReader source: shared objects file
[0.209s][info][class,load] jdk.internal.module.SystemModuleFinders$SystemImage source: shared objects file
[0.209s][info][class,load] jdk.internal.jimage.ImageReaderFactory source: shared objects file
[0.209s][info][class,load] java.nio.file.Paths source: shared objects file
[0.209s][info][class,load] jdk.internal.jimage.ImageReaderFactory$1 source: shared objects file
[0.209s][info][class,load] jdk.internal.jimage.ImageReader source: shared objects file
[0.209s][info][class,load] jdk.internal.jimage.BasicImageReader source: shared objects file
[0.209s][info][class,load] jdk.internal.jimage.ImageReader$SharedImageReader source: shared objects file
[0.209s][info][class,load] jdk.internal.jimage.BasicImageReader$1 source: shared objects file
[0.209s][info][class,load] jdk.internal.jimage.NativeImageBuffer source: shared objects file
[0.209s][info][class,load] jdk.internal.jimage.NativeImageBuffer$1 source: shared objects file
[0.210s][info][class,load] jdk.internal.jimage.ImageHeader source: shared objects file
[0.210s][info][class,load] java.nio.IntBuffer source: shared objects file
[0.210s][info][class,load] java.nio.DirectIntBufferU source: shared objects file
[0.210s][info][class,load] java.nio.DirectByteBufferR source: shared objects file
[0.210s][info][class,load] java.nio.DirectIntBufferRU source: shared objects file
[0.211s][info][class,load] jdk.internal.jimage.ImageStrings source: shared objects file
[0.211s][info][class,load] jdk.internal.jimage.ImageStringsReader source: shared objects file
[0.211s][info][class,load] jdk.internal.jimage.decompressor.Decompressor source: shared objects file
[0.211s][info][class,load] jdk.internal.jimage.ImageLocation source: shared objects file
[0.220s][info][class,load] io.vertx.core.logging.JULLogDelegate source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.220s][info][class,load] java.util.logging.Logger source: shared objects file
[0.220s][info][class,load] java.util.logging.Handler source: shared objects file
[0.221s][info][class,load] java.util.logging.Level source: shared objects file
[0.221s][info][class,load] java.util.logging.Level$KnownLevel source: shared objects file
[0.221s][info][class,load] java.util.logging.Logger$LoggerBundle source: shared objects file
[0.221s][info][class,load] java.util.logging.Logger$ConfigurationData source: shared objects file
[0.221s][info][class,load] java.util.logging.LogManager source: shared objects file
[0.221s][info][class,load] java.util.logging.LogManager$1 source: shared objects file
[0.221s][info][class,load] java.util.logging.LogManager$LoggerContext source: shared objects file
[0.221s][info][class,load] java.util.logging.LogManager$SystemLoggerContext source: shared objects file
[0.221s][info][class,load] java.util.logging.LogManager$LogNode source: shared objects file
[0.221s][info][class,load] java.util.concurrent.locks.ReentrantLock$Sync source: shared objects file
[0.221s][info][class,load] java.util.concurrent.locks.ReentrantLock$NonfairSync source: shared objects file
[0.221s][info][class,load] java.util.Collections$SynchronizedMap source: shared objects file
[0.221s][info][class,load] java.util.logging.LogManager$Cleaner source: shared objects file
[0.221s][info][class,load] java.lang.ApplicationShutdownHooks source: shared objects file
[0.221s][info][class,load] java.lang.ApplicationShutdownHooks$1 source: shared objects file
[0.221s][info][class,load] java.lang.Shutdown source: shared objects file
[0.221s][info][class,load] java.lang.Shutdown$Lock source: shared objects file
[0.221s][info][class,load] java.util.logging.LoggingPermission source: shared objects file
[0.221s][info][class,load] sun.util.logging.internal.LoggingProviderImpl$LogManagerAccess source: shared objects file
[0.221s][info][class,load] java.util.logging.LogManager$LoggingProviderAccess source: shared objects file
[0.221s][info][class,load] java.security.AccessController$1 source: shared objects file
[0.221s][info][class,load] sun.security.util.SecurityConstants source: shared objects file
[0.222s][info][class,load] java.net.NetPermission source: shared objects file
[0.222s][info][class,load] java.security.SecurityPermission source: shared objects file
[0.222s][info][class,load] java.net.SocketPermission source: shared objects file
[0.222s][info][class,load] sun.security.action.GetBooleanAction source: shared objects file
[0.222s][info][class,load] java.security.AllPermissionCollection source: shared objects file
[0.223s][info][class,load] java.lang.System$LoggerFinder source: shared objects file
[0.223s][info][class,load] jdk.internal.logger.DefaultLoggerFinder source: shared objects file
[0.223s][info][class,load] sun.util.logging.internal.LoggingProviderImpl source: shared objects file
[0.223s][info][class,load] java.util.logging.LogManager$2 source: shared objects file
[0.223s][info][class,load] java.util.logging.LogManager$RootLogger source: shared objects file
[0.223s][info][class,load] java.util.logging.LogManager$LoggerWeakRef source: shared objects file
[0.223s][info][class,load] java.lang.invoke.StringConcatFactory source: shared objects file
[0.223s][info][class,load] java.lang.invoke.StringConcatFactory$Strategy source: shared objects file
[0.223s][info][class,load] java.lang.invoke.MethodHandleImpl$AsVarargsCollector source: shared objects file
[0.224s][info][class,load] java.lang.invoke.StringConcatFactory$1 source: shared objects file
[0.224s][info][class,load] java.lang.invoke.StringConcatFactory$Mode source: shared objects file
[0.224s][info][class,load] java.lang.invoke.StringConcatFactory$Recipe source: shared objects file
[0.224s][info][class,load] java.lang.invoke.StringConcatFactory$RecipeElement source: shared objects file
[0.224s][info][class,load] java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy source: shared objects file
[0.224s][info][class,load] java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$1 source: shared objects file
[0.224s][info][class,load] java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$2 source: shared objects file
[0.224s][info][class,load] java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$3 source: shared objects file
[0.224s][info][class,load] java.lang.StringConcatHelper source: shared objects file
[0.225s][info][class,load] java.lang.invoke.StringConcatFactory$Stringifiers source: shared objects file
[0.225s][info][class,load] java.lang.ClassValue source: shared objects file
[0.225s][info][class,load] java.lang.invoke.StringConcatFactory$Stringifiers$StringifierMost source: shared objects file
[0.225s][info][class,load] java.lang.ClassValue$Entry source: shared objects file
[0.225s][info][class,load] java.lang.ClassValue$Identity source: shared objects file
[0.225s][info][class,load] java.lang.ClassValue$Version source: shared objects file
[0.225s][info][class,load] java.lang.invoke.StringConcatFactory$Stringifiers$StringifierAny source: shared objects file
[0.225s][info][class,load] java.lang.ClassValue$ClassValueMap source: shared objects file
[0.225s][info][class,load] java.util.Arrays$ArrayList source: shared objects file
[0.225s][info][class,load] java.util.Arrays$ArrayItr source: shared objects file
[0.226s][info][class,load] java.lang.invoke.LambdaForm$MH/0x000000084006f840 source: java.lang.invoke.LambdaForm
[0.226s][info][class,load] java.lang.invoke.LambdaForm$MH/0x000000084006fc40 source: java.lang.invoke.LambdaForm
[0.226s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LL source: jrt:/java.base
[0.227s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000840078040 source: java.lang.invoke.LambdaForm
[0.227s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000840078440 source: java.lang.invoke.LambdaForm
[0.228s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000840078840 source: java.lang.invoke.LambdaForm
[0.228s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLL source: jrt:/java.base
[0.228s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000840078c40 source: java.lang.invoke.LambdaForm
[0.229s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLL source: jrt:/java.base
[0.229s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000840079040 source: java.lang.invoke.LambdaForm
[0.230s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000840079440 source: java.lang.invoke.LambdaForm
[0.230s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLL source: jrt:/java.base
[0.231s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000840079840 source: java.lang.invoke.LambdaForm
[0.231s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLLL source: jrt:/java.base
[0.232s][info][class,load] java.lang.invoke.LambdaForm$MH/0x0000000840079c40 source: java.lang.invoke.LambdaForm
[0.232s][info][class,load] java.lang.Byte$ByteCache source: shared objects file
[0.232s][info][class,load] java.lang.invoke.MethodHandles$1 source: shared objects file
[0.233s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLLLI source: jrt:/java.base
[0.234s][info][class,load] java.lang.invoke.LambdaForm$MH/0x000000084007a040 source: java.lang.invoke.LambdaForm
[0.234s][info][class,load] sun.invoke.util.ValueConversions$WrapperCache source: shared objects file
[0.234s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLLLII source: jrt:/java.base
[0.235s][info][class,load] java.lang.invoke.LambdaForm$MH/0x000000084007a440 source: java.lang.invoke.LambdaForm
[0.235s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_LLLLLLIIL source: jrt:/java.base
[0.236s][info][class,load] java.lang.invoke.LambdaForm$MH/0x000000084007a840 source: java.lang.invoke.LambdaForm
[0.236s][info][class,load] java.util.logging.LogManager$VisitedLoggers source: shared objects file
[0.236s][info][class,load] java.util.logging.LogManager$LoggerContext$1 source: shared objects file
[0.236s][info][class,load] java.util.concurrent.ConcurrentHashMap$KeySetView source: shared objects file
[0.237s][info][class,load] java.util.Collections$3 source: shared objects file
[0.237s][info][class,load] java.util.concurrent.ConcurrentHashMap$KeyIterator source: shared objects file
[0.237s][info][class,load] java.util.Properties$LineReader source: shared objects file
[0.237s][info][class,load] java.util.Hashtable$Enumerator source: shared objects file
[0.237s][info][class,load] java.util.logging.Level$$Lambda$49/0x000000084007ac40 source: java.util.logging.Level
[0.238s][info][class,load] java.util.logging.Level$KnownLevel$$Lambda$50/0x000000084007b040 source: java.util.logging.Level$KnownLevel
[0.238s][info][class,load] java.util.IdentityHashMap$Values source: shared objects file
[0.238s][info][class,load] java.io.FileInputStream$1 source: shared objects file
[0.238s][info][class,load] java.lang.System$Logger source: shared objects file
[0.238s][info][class,load] sun.util.logging.PlatformLogger$Bridge source: shared objects file
[0.238s][info][class,load] sun.util.logging.PlatformLogger$ConfigurableBridge source: shared objects file
[0.238s][info][class,load] jdk.internal.logger.BootstrapLogger source: shared objects file
[0.238s][info][class,load] jdk.internal.logger.BootstrapLogger$DetectBackend source: shared objects file
[0.238s][info][class,load] jdk.internal.logger.BootstrapLogger$DetectBackend$1 source: shared objects file
[0.238s][info][class,load] java.util.ServiceLoader source: shared objects file
[0.238s][info][class,load] java.util.ServiceLoader$ModuleServicesLookupIterator source: shared objects file
[0.238s][info][class,load] jdk.internal.loader.AbstractClassLoaderValue$Memoizer source: shared objects file
[0.238s][info][class,load] java.util.Spliterators$ArraySpliterator source: shared objects file
[0.238s][info][class,load] java.util.Spliterators$1Adapter source: shared objects file
[0.239s][info][class,load] java.lang.ModuleLayer$$Lambda$51/0x000000084007b440 source: java.lang.ModuleLayer
[0.239s][info][class,load] java.util.ServiceLoader$LazyClassPathLookupIterator source: shared objects file
[0.239s][info][class,load] java.util.ServiceLoader$2 source: shared objects file
[0.239s][info][class,load] java.util.ServiceLoader$3 source: shared objects file
[0.240s][info][class,load] java.util.Collections$EmptyEnumeration source: shared objects file
[0.240s][info][class,load] jdk.internal.loader.BuiltinClassLoader$1 source: shared objects file
[0.240s][info][class,load] java.lang.CompoundEnumeration source: shared objects file
[0.240s][info][class,load] jdk.internal.loader.URLClassPath$1 source: shared objects file
[0.240s][info][class,load] java.util.concurrent.CopyOnWriteArrayList$COWIterator source: shared objects file
[0.241s][info][class,load] java.util.ServiceLoader$1 source: shared objects file
[0.241s][info][class,load] java.util.ServiceLoader$Provider source: shared objects file
[0.241s][info][class,load] java.util.ServiceLoader$ProviderImpl source: shared objects file
[0.241s][info][class,load] jdk.internal.logger.BootstrapLogger$LoggingBackend source: shared objects file
[0.241s][info][class,load] jdk.internal.logger.BootstrapLogger$RedirectedLoggers source: shared objects file
[0.241s][info][class,load] jdk.internal.logger.BootstrapLogger$BootstrapExecutors source: shared objects file
[0.241s][info][class,load] java.util.logging.LogManager$4 source: shared objects file
[0.241s][info][class,load] java.util.logging.Logger$SystemLoggerHelper source: shared objects file
[0.241s][info][class,load] java.util.logging.Logger$SystemLoggerHelper$1 source: shared objects file
[0.241s][info][class,load] jdk.internal.logger.DefaultLoggerFinder$1 source: shared objects file
[0.242s][info][class,load] io.vertx.core.logging.Logger source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.243s][info][class,load] io.vertx.core.DeploymentOptions source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.243s][info][class,load] io.vertx.core.metrics.Measured source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.243s][info][class,load] io.vertx.core.Vertx source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.243s][info][class,load] io.vertx.core.spi.VertxFactory source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.244s][info][class,load] io.vertx.core.ServiceHelper source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.244s][info][class,load] java.lang.IllegalStateException source: jrt:/java.base
[0.244s][info][class,load] io.vertx.core.impl.VertxFactoryImpl source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.244s][info][class,load] io.vertx.core.ServiceHelper$$Lambda$52/0x000000084007b840 source: io.vertx.core.ServiceHelper
[0.245s][info][class,load] sun.net.www.protocol.jar.Handler source: shared objects file
[0.246s][info][class,load] java.net.JarURLConnection source: jrt:/java.base
[0.246s][info][class,load] sun.net.www.protocol.jar.JarURLConnection source: jrt:/java.base
[0.246s][info][class,load] sun.net.www.protocol.jar.URLJarFile$URLJarFileCloseController source: jrt:/java.base
[0.246s][info][class,load] sun.net.www.protocol.jar.JarFileFactory source: jrt:/java.base
[0.246s][info][class,load] sun.net.www.protocol.jar.URLJarFile source: jrt:/java.base
[0.246s][info][class,load] sun.net.www.protocol.jar.URLJarFileCallBack source: jrt:/java.base
[0.246s][info][class,load] java.util.zip.ZipFile$CleanableResource$FinalizableResource source: jrt:/java.base
[0.247s][info][class,load] sun.net.www.protocol.jar.URLJarFile$URLJarFileEntry source: jrt:/java.base
[0.247s][info][class,load] sun.net.www.protocol.jar.JarURLConnection$JarURLInputStream source: jrt:/java.base
[0.248s][info][class,load] java.util.LinkedHashMap$LinkedKeySet source: jrt:/java.base
[0.248s][info][class,load] java.util.LinkedHashMap$LinkedHashIterator source: shared objects file
[0.248s][info][class,load] java.util.LinkedHashMap$LinkedKeyIterator source: jrt:/java.base
[0.249s][info][class,load] io.vertx.core.impl.VertxInternal source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.249s][info][class,load] io.vertx.core.spi.metrics.MetricsProvider source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.250s][info][class,load] io.vertx.core.impl.VertxImpl source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.250s][info][class,load] io.vertx.core.Context source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.250s][info][class,load] io.vertx.core.WorkerExecutor source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.250s][info][class,load] io.vertx.core.shareddata.SharedData source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.251s][info][class,load] io.vertx.core.file.FileSystem source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.251s][info][class,load] io.vertx.core.impl.ContextInternal source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.251s][info][class,load] io.vertx.core.impl.ContextImpl source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.252s][info][class,load] io.vertx.core.impl.EventLoopContext source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.252s][info][class,load] io.vertx.core.http.HttpServer source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.252s][info][class,load] io.vertx.core.net.NetServer source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.252s][info][class,load] io.vertx.core.net.NetClient source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.253s][info][class,load] io.vertx.core.http.HttpClient source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.253s][info][class,load] io.vertx.core.streams.StreamBase source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.253s][info][class,load] io.vertx.core.streams.ReadStream source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.253s][info][class,load] io.vertx.core.datagram.DatagramSocket source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.253s][info][class,load] io.vertx.core.dns.DnsClient source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.254s][info][class,load] io.vertx.core.TimeoutStream source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.254s][info][class,load] io.vertx.core.Closeable source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.254s][info][class,load] io.vertx.core.eventbus.EventBus source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.254s][info][class,load] io.vertx.core.spi.metrics.Metrics source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.255s][info][class,load] io.vertx.core.impl.WorkerContext source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.255s][info][class,load] io.vertx.core.impl.MultiThreadedWorkerContext source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/vertx-core-3.5.2.jar
[0.255s][info][class,load] java.util.EventListener source: jrt:/java.base
[0.255s][info][class,load] io.netty.util.concurrent.GenericFutureListener source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/netty-common-4.1.19.Final.jar
[0.256s][info][class,load] io.netty.util.ResourceLeakDetector$Level source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/netty-common-4.1.19.Final.jar
[0.256s][info][class,load] io.netty.util.ResourceLeakDetector source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/netty-common-4.1.19.Final.jar
[0.256s][info][class,load] io.netty.util.ResourceLeak source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/netty-common-4.1.19.Final.jar
[0.257s][info][class,load] io.netty.util.ResourceLeakTracker source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/netty-common-4.1.19.Final.jar
[0.257s][info][class,load] io.netty.util.internal.logging.InternalLoggerFactory source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/netty-common-4.1.19.Final.jar
[0.257s][info][class,load] io.netty.util.internal.logging.Slf4JLoggerFactory source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/netty-common-4.1.19.Final.jar
[0.257s][info][class,load] java.lang.AssertionError source: jrt:/java.base
[0.257s][info][class,load] io.netty.util.internal.logging.InternalLogger source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/netty-common-4.1.19.Final.jar
[0.258s][info][class,load] io.netty.util.internal.logging.Log4JLoggerFactory source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/netty-common-4.1.19.Final.jar
[0.258s][info][class,load] io.netty.util.internal.logging.AbstractInternalLogger source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/netty-common-4.1.19.Final.jar
[0.258s][info][class,load] io.netty.util.internal.logging.Log4JLogger source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/netty-common-4.1.19.Final.jar
[0.258s][info][class,load] io.netty.util.internal.logging.JdkLoggerFactory source: file:/Users/amo/Documents/development/vertx/vxms/vxms-demos/vxms-core-demo/target/mod/netty-common-4.1.19.Final.jar
